feature,frekuensi,sentiment
camera moves,1,negative
camera observe,1,positive
camera off,1,positive
camera operating,1,positive
camera pack,1,positive
camera sense,1,positive
camera smeared,1,negative
camera soars,1,positive
camera staged,1,negative
camera way,1,positive
camera work,1,negative
camera work,3,positive
cameras,1,positive
cameras souls,1,positive
camerawork,1,positive
camerawork one,1,positive
camouflage,2,negative
camouflage bad,1,negative
camouflage carvey,1,negative
camouflaging,1,negative
camouflaging grotesque,1,negative
camp,4,negative
camp,4,positive
camp auschwitz,1,negative
camp comprehension,1,positive
camp drowsy,1,negative
camp nicholas,1,positive
camp parody,1,positive
camp talent,1,negative
camp yet,1,positive
campaign,1,positive
campaign trail,1,positive
campaignis,1,positive
campaignis end,1,positive
campanella,2,positive
campanella could,1,positive
campanella gets,1,positive
campanellais,2,positive
campanellais competent,1,positive
campanellais reputation,1,positive
campbell,1,positive
campbell scott,1,positive
campfire,1,positive
campfire around,1,positive
campion,1,negative
campion might,1,negative
camps,1,positive
camps up,1,positive
campus,3,negative
campus depravity,1,negative
campus gross,1,negative
campus yawner,1,negative
campy,2,negative
campy,1,positive
campy recall,1,negative
campy results,1,positive
campy work,1,negative
canada,1,positive
canada paid,1,positive
canadais,1,positive
canadais arctic,1,positive
canadian,1,positive
canadian filmmaker,1,positive
canadianis,1,negative
canadianis inane,1,negative
canadians,1,positive
cancer,1,negative
candid,1,negative
candid,1,positive
candid archly,1,positive
candid camera,1,negative
candidate,1,positive
candidate forced,1,positive
candles,1,positive
candles bring,1,positive
candor,1,positive
candy,3,negative
candy,5,positive
candy cheeky,1,positive
candy coat,1,positive
candy including,1,positive
candy lacks,1,negative
candy not_disappoint,1,positive
canned,1,negative
canned,1,positive
canned makes,1,positive
canned shots,1,negative
cannes,3,negative
cannes,2,positive
cannes film,2,negative
cannes nails,1,negative
cannes offers,1,positive
cannibal,1,negative
cannibal,1,positive
cannibal lust,1,positive
cannibal movie,1,negative
cannon,1,negative
cannon vat,1,negative
cannonis,1,positive
cannonis confidence,1,positive
canny,3,positive
canny crowd,1,positive
canny meditative,1,positive
canny spiced,1,positive
canon,3,positive
canon chan,1,positive
canon last,1,positive
cantet,2,positive
cantet beautifully,1,positive
cantet franceis,1,positive
canvas,2,positive
canvas nicholson,1,positive
capability,3,positive
capability effecting,1,positive
capability recording,1,positive
capability soothe,1,positive
capable,3,negative
capable,4,positive
capable anteing,1,positive
capable cast,1,negative
capable charming,1,positive
capable nailbiter,1,positive
capable rewarding,1,positive
capable thriller,1,negative
capable trio,1,negative
capably,1,negative
capably hold,1,negative
capacity,2,negative
capacity,3,positive
capacity evil,1,positive
capacity excite,1,negative
capacity explain,1,negative
capacity good,1,positive
capacity surprise,1,positive
capacity withstand,1,positive
caper,3,negative
caper,5,positive
caper clichés,1,negative
caper film,2,positive
caper lock,1,positive
caper movie,1,positive
caper movies,1,negative
caper thatis,1,negative
caper thrills,1,positive
capitalism,1,positive
capitalize,1,negative
capitalize on,1,negative
capped,1,negative
capped pointless,1,negative
capra,1,negative
capra,1,positive
capra cooper,1,negative
capra played,1,positive
caprais,1,negative
caprais classic,1,negative
capricious,1,negative
capricious fairy,1,negative
captain,1,negative
captions,1,negative
captivated,1,positive
captivated moods,1,positive
captivates,3,positive
captivates shows,2,positive
captivating,8,positive
captivating coming,1,positive
captivating details,1,positive
captivating drama,1,positive
captivating insanely,1,positive
captivating intimate,1,positive
captivating new,1,positive
captivating take,1,positive
captivatingly,1,positive
captivatingly quirky,1,positive
captive,1,negative
captive mediocrity,1,negative
captives,1,positive
captors,1,positive
captors befuddled,1,positive
capture,2,negative
capture,4,positive
capture chaos,1,positive
capture minds,1,positive
capture musicians,1,positive
capture novelis,1,negative
capture terrifying,1,positive
capture visual,1,negative
captured,2,positive
captured chaos,1,positive
captured on,1,positive
captures,1,negative
captures,21,positive
captures all,1,positive
captures beauty,1,positive
captures combustible,1,positive
captures complicated,1,positive
captures debilitating,1,positive
captures dry,1,positive
captures half,1,negative
captures innocence,1,positive
captures intended,1,positive
captures italian,1,positive
captures life,1,positive
captures luminous,1,positive
captures moment,1,positive
captures moments,1,positive
captures perverse,1,positive
captures raw,1,positive
captures some,1,positive
captures soul,1,positive
captures unsettled,1,positive
captures way,1,positive
captures wise,1,positive
captures wonders,1,positive
capturing,4,positive
capturing inner,1,positive
capturing innocence,1,positive
capturing operais,1,positive
capturing precarious,1,positive
car,12,negative
car,1,positive
car chase,3,negative
car chases,2,negative
car drive,1,negative
car parking,1,negative
car pile,1,negative
car pileup,2,negative
car wreck,1,negative
car wreck,1,positive
card,3,negative
card not_live,1,negative
card sentimentality,1,negative
cardboard,2,negative
cardboard characters,1,negative
cardboard need,1,negative
cardiac,1,negative
cardiac arrest,1,negative
cardoso,1,positive
cardoso beautifully,1,positive
care,17,negative
care,15,positive
care animated,1,positive
care beyond,1,negative
care bottom,1,positive
care cat,3,positive
care character,1,negative
care characters,1,negative
care characters,2,positive
care community,1,positive
care count,1,negative
care decrepit,1,negative
care film,1,negative
care latest,1,positive
care main,1,negative
care mean,1,negative
care music,1,positive
care nicely,1,negative
care no,1,negative
care protagonist,1,positive
care story,1,positive
care wins,1,negative
care zeldais,1,positive
cared,1,negative
cared much,1,negative
careening,1,negative
careening tone,1,negative
career,7,negative
career,9,positive
career ahead,1,positive
career best,1,positive
career clint,1,negative
career defining,1,positive
career director,1,negative
career grand,1,negative
career kids,1,negative
career shines,1,positive
career tv,1,negative
career want,1,positive
careers,2,positive
careers pair,1,positive
careful,2,positive
careful handling,1,positive
careful wish,1,positive
carefully,1,negative
carefully,1,positive
carefully choreographed,1,negative
carefully delineate,1,positive
careless,1,negative
careless unfocused,1,negative
cares,5,negative
cares,2,positive
cares melted,1,positive
cares ryan,1,negative
caretakers,1,negative
caretakers moral,1,negative
carey,1,positive
carey gives,1,positive
caricature,2,positive
caricature analyze,1,positive
caricature not_even,1,positive
caricatures,1,negative
caricatures one,1,negative
caring,2,negative
caring,2,positive
caring animals,1,positive
caring maybe,1,negative
caring warm,1,positive
carl,2,positive
carl franklin,2,positive
carlin,1,positive
carlin murphy,1,positive
carlitois,1,negative
carlitois way,1,negative
carlos,1,positive
carlos fresnadillo,1,positive
carmen,4,positive
carmen recreating,1,positive
carmen vega,1,positive
carmichael,1,positive
carmichael massive,1,positive
carnage,2,positive
carnage creation,1,positive
carnivore,1,positive
carnivore enjoy,1,positive
carol,1,negative
carol,3,positive
carol kane,1,negative
carol might,1,positive
carol out,1,positive
carousel,1,negative
carpenteris,2,negative
carpenteris,1,positive
carpenteris original,1,positive
carpenteris stylish,1,negative
carpenteris thing,1,negative
carpets,1,negative
carrey,1,negative
carrey not_understand,1,negative
carried,2,negative
carried,3,positive
carried giant,1,positive
carried less,1,positive
carried out,2,negative
carried strong,1,positive
carrier,1,negative
carrier sentimentalized,1,negative
carries,2,negative
carries,8,positive
carries almost,1,negative
carries along,1,positive
carries arnold,1,positive
carries charge,1,positive
carries day,1,positive
carries little,1,negative
carries much,1,positive
carries share,1,positive
carries unexpected,1,positive
carries us,1,positive
carry,1,negative
carry,5,positive
carry film,1,negative
carry film,1,positive
carry movie,1,positive
carry on,1,positive
carry out,1,positive
carry waydowntown,1,positive
carrying,4,negative
carrying,1,positive
carrying bag,1,negative
carrying every,1,negative
carrying more,1,negative
carrying off,1,positive
carrying wafer,1,negative
carré,1,negative
carré couple,1,negative
cars,3,negative
cars lots,1,negative
cars might,1,negative
cars throw,1,negative
carter,1,positive
carter went,1,positive
cartons,1,positive
cartoon,7,negative
cartoon,5,positive
cartoon adventure,1,positive
cartoon counterparts,1,negative
cartoon ever,1,negative
cartoon fast,1,positive
cartoon japan,1,positive
cartoon providing,1,positive
cartoon seem,1,negative
cartoon seems,1,negative
cartoon thatis,1,positive
cartoon unstoppable,1,negative
cartoonish,2,negative
cartoonish,2,positive
cartoonish clichés,1,positive
cartoonish film,1,negative
cartoonish performance,1,negative
cartoonish screenplay,1,positive
cartoons,1,negative
cartoons,2,positive
cartoons derived,1,positive
cartoons look,1,positive
cartoons retread,1,negative
caruso,2,positive
caruso sometimes,1,positive
caruso takes,1,positive
carved,2,positive
carved comfortable,1,positive
carved orleans,1,positive
carvey,2,negative
carvey considering,1,negative
carvey not_really,1,negative
carveyis,3,negative
carveyis characters,1,negative
carveyis considerable,1,negative
carveyis glory,1,negative
carveyis rubber,1,negative
cascade,1,positive
cascade screen,1,positive
case,13,negative
case,8,positive
case ambitious,1,negative
case beast,1,positive
case christianity,1,positive
case convincing,1,positive
case cutes,1,negative
case hollywood,1,negative
case kissinger,1,negative
case many,1,negative
case masochism,1,negative
case one,1,negative
case oversimplification,1,negative
case preaching,1,negative
case pregnant,1,negative
case strong,1,positive
case study,3,positive
case two,1,negative
case would,1,negative
case zero,1,negative
cases,1,positive
cases corcuerais,1,positive
cash,2,negative
cash credibility,1,negative
cash sequel,1,negative
cashing,1,positive
cashing on,1,positive
casings,1,positive
cassavetes,2,negative
cassavetes give,1,negative
cassavetes thinks,1,negative
cassel,1,positive
cassel tremendous,1,positive
cast,30,negative
cast,65,positive
cast action,1,negative
cast adrift,1,negative
cast alone,1,positive
cast antic,1,positive
cast appealing,1,positive
cast assured,1,positive
cast bartleby,1,negative
cast benefit,1,positive
cast better,1,positive
cast breezy,1,positive
cast brings,1,positive
cast characters,1,negative
cast characters,3,positive
cast collectively,1,positive
cast comes,1,negative
cast competent,1,negative
cast crew,1,negative
cast crew,1,positive
cast cuisine,1,positive
