sentiment,comment,preprocessed
positive,"A smart , sassy and exceptionally charming romantic comedy .",smart sassy exceptionally charming romantic comedy
positive,"There are flaws , but also stretches of impact and moments of awe ; we're wrapped up in the characters , how they make their choices , and why .",flaws also stretches impact moments awe wrapped up characters make choices
positive,A gift to anyone who loves both dance and cinema,gift anyone loves dance cinema
positive,"A reminder that beyond all the hype and recent digital glitz , Spielberg knows how to tell us about people .",reminder beyond all hype recent digital glitz spielberg knows tell us people
positive,"One of the finest , most humane and important Holocaust movies ever made .",one finest most humane important holocaust movies ever made
positive,An engrossing and infectiously enthusiastic documentary .,engrossing infectiously enthusiastic documentary
positive,"A beautiful , timeless and universal tale of heated passions -- jealousy , betrayal , forgiveness and murder .",beautiful timeless universal tale heated passions jealousy betrayal forgiveness murder
positive,"A culture-clash comedy that , in addition to being very funny , captures some of the discomfort and embarrassment of being a bumbling American in Europe .",culture clash comedy addition funny captures some discomfort embarrassment bumbling american europe
positive,"Shattering , devastating documentary on two maladjusted teens in a downward narcotized spiral .",shattering devastating documentary on two maladjusted teens downward narcotized spiral
positive,Extraordinary debut from Josh Koury .,extraordinary debut josh koury
positive,The most compelling performance of the year adds substantial depth to this shocking testament to anti-Semitism and neo-fascism .,most compelling performance year adds substantial depth shocking testament anti semitism neo fascism
positive,"For those who are intrigued by politics of the's , the film is every bit as fascinating as it is flawed .",intrigued politics film every bit fascinating flawed
positive,"All right , so it's not a brilliant piece of filmmaking , but it is a funny sometimes hilarious comedy with a deft sense of humor about itself , a playful spirit and a game cast .",all right NOT_brilliant piece filmmaking funny sometimes hilarious comedy deft sense humor playful spirit game cast
positive,Douglas McGrath's Nicholas Nickleby does Dickens as it should be done cinematically .,douglas mcgrathis nicholas nickleby dickens done cinematically
positive,"It's a lovely , eerie film that casts an odd , rapt spell .",lovely eerie film casts odd rapt spell
positive,The quirky and recessive charms of co-stars Martin Donovan and Mary-Louise Parker help overcome the problematic script .,quirky recessive charms co stars martin donovan mary louise parker help overcome problematic script
positive,It's good to see Michael Caine whipping out the dirty words and punching people in the stomach again .,good see michael caine whipping out dirty words punching people stomach
